year	week	away_team	home_team	away_score	home_score
3	5	84	86	-1	-1
3	5	85	154	-1	-1
3	5	87	55	-1	-1
3	5	90	158	-1	-1
3	5	93	53	-1	-1
3	5	94	140	-1	-1
3	5	97	58	-1	-1
3	5	102	108	-1	-1
3	5	103	110	-1	-1
3	5	104	105	-1	-1
3	5	106	107	-1	-1
3	5	111	109	-1	-1
3	5	113	112	-1	-1
3	5	115	116	-1	-1
3	5	117	134	-1	-1
3	5	120	98	-1	-1
3	5	121	123	-1	-1
3	5	124	119	-1	-1
3	5	126	129	-1	-1
3	5	128	127	-1	-1
3	5	135	132	-1	-1
3	5	136	131	-1	-1
3	5	138	141	-1	-1
3	5	139	152	-1	-1
3	5	142	151	-1	-1
3	5	143	150	-1	-1
3	5	147	146	-1	-1
3	5	153	157	-1	-1
3	5	161	160	-1	-1
3	5	162	156	-1	-1
3	5	163	291	-1	-1
3	5	164	267	-1	-1
3	5	165	273	-1	-1
3	5	167	272	-1	-1
3	5	171	174	-1	-1
3	5	172	234	-1	-1
3	5	173	169	-1	-1
3	5	175	179	-1	-1
3	5	176	178	-1	-1
3	5	180	239	-1	-1
3	5	181	186	-1	-1
3	5	184	269	-1	-1
3	5	185	211	-1	-1
3	5	188	194	-1	-1
3	5	190	75	-1	-1
3	5	191	192	-1	-1
3	5	193	145	-1	-1
3	5	197	187	-1	-1
3	5	199	205	-1	-1
3	5	201	204	-1	-1
3	5	206	200	-1	-1
3	5	207	266	-1	-1
3	5	208	286	-1	-1
3	5	209	242	-1	-1
3	5	216	217	-1	-1
3	5	219	223	-1	-1
3	5	222	218	-1	-1
3	5	228	41	-1	-1
3	5	230	227	-1	-1
3	5	231	226	-1	-1
3	5	232	220	-1	-1
3	5	237	235	-1	-1
3	5	240	170	-1	-1
3	5	241	271	-1	-1
3	5	246	253	-1	-1
3	5	247	254	-1	-1
3	5	248	251	-1	-1
3	5	249	250	-1	-1
3	5	252	256	-1	-1
3	5	258	265	-1	-1
3	5	259	264	-1	-1
3	5	261	212	-1	-1
3	5	268	144	-1	-1
3	5	284	275	-1	-1
3	5	287	95	-1	-1
3	5	290	285	-1	-1
3	5	292	288	-1	-1
3	6	32	35	-1	-1
3	6	36	34	-1	-1
3	6	41	33	-1	-1
3	6	42	96	-1	-1
3	6	43	38	-1	-1
3	6	44	100	-1	-1
3	6	45	39	-1	-1
3	6	46	59	-1	-1
3	6	50	47	-1	-1
3	6	51	49	-1	-1
3	6	52	93	-1	-1
3	6	55	91	-1	-1
3	6	60	97	-1	-1
3	6	62	65	-1	-1
3	6	63	64	-1	-1
3	6	66	61	-1	-1
3	6	68	77	-1	-1
3	6	71	129	-1	-1
3	6	72	70	-1	-1
3	6	74	69	-1	-1
3	6	76	73	-1	-1
3	6	79	78	-1	-1
3	6	81	89	-1	-1
3	6	82	92	-1	-1
3	6	83	87	-1	-1
3	6	94	86	-1	-1
3	6	98	166	-1	-1
3	6	99	54	-1	-1
3	6	109	105	-1	-1
3	6	110	106	-1	-1
3	6	111	102	-1	-1
3	6	112	107	-1	-1
3	6	113	103	-1	-1
3	6	115	117	-1	-1
3	6	119	114	-1	-1
3	6	122	121	-1	-1
3	6	123	120	-1	-1
3	6	125	118	-1	-1
3	6	126	132	-1	-1
3	6	128	131	-1	-1
3	6	133	136	-1	-1
3	6	134	135	-1	-1
3	6	137	130	-1	-1
3	6	138	144	-1	-1
3	6	140	139	-1	-1
3	6	141	146	-1	-1
3	6	142	95	-1	-1
3	6	148	145	-1	-1
3	6	150	147	-1	-1
3	6	151	149	-1	-1
3	6	154	88	-1	-1
3	6	155	90	-1	-1
3	6	156	85	-1	-1
3	6	158	153	-1	-1
3	6	159	157	-1	-1
3	6	165	168	-1	-1
3	6	167	279	-1	-1
3	6	170	171	-1	-1
3	6	177	176	-1	-1
3	6	180	173	-1	-1
3	6	181	179	-1	-1
3	6	182	190	-1	-1
3	6	183	235	-1	-1
3	6	187	185	-1	-1
3	6	188	207	-1	-1
3	6	194	195	-1	-1
3	6	196	193	-1	-1
3	6	197	192	-1	-1
3	6	198	191	-1	-1
3	6	200	205	-1	-1
3	6	202	201	-1	-1
3	6	204	203	-1	-1
3	6	206	228	-1	-1
3	6	211	210	-1	-1
3	6	212	208	-1	-1
3	6	215	214	-1	-1
3	6	218	234	-1	-1
3	6	221	220	-1	-1
3	6	222	219	-1	-1
3	6	224	230	-1	-1
3	6	226	229	-1	-1
3	6	227	225	-1	-1
3	6	232	184	-1	-1
3	6	236	189	-1	-1
3	6	238	233	-1	-1
3	6	239	241	-1	-1
3	6	243	242	-1	-1
3	6	246	245	-1	-1
3	6	247	256	-1	-1
3	6	248	252	-1	-1
3	6	253	254	-1	-1
3	6	257	260	-1	-1
3	6	261	262	-1	-1
3	6	263	264	-1	-1
3	6	268	237	-1	-1
3	6	270	269	-1	-1
3	6	271	273	-1	-1
3	6	274	277	-1	-1
3	6	275	276	-1	-1
3	6	280	283	-1	-1
3	6	281	282	-1	-1
3	6	285	284	-1	-1
3	6	286	244	-1	-1
3	6	288	290	-1	-1
3	6	291	289	-1	-1
3	7	32	51	-1	-1
3	7	33	34	-1	-1
3	7	38	42	-1	-1
3	7	40	41	-1	-1
3	7	43	39	-1	-1
3	7	44	37	-1	-1
3	7	45	119	-1	-1
3	7	47	55	-1	-1
3	7	48	101	-1	-1
3	7	49	127	-1	-1
3	7	52	50	-1	-1
3	7	54	93	-1	-1
3	7	57	59	-1	-1
3	7	58	56	-1	-1
3	7	60	46	-1	-1
3	7	65	64	-1	-1
3	7	66	63	-1	-1
3	7	70	76	-1	-1
3	7	71	79	-1	-1
3	7	72	77	-1	-1
3	7	75	73	-1	-1
3	7	78	67	-1	-1
3	7	80	68	-1	-1
3	7	88	152	-1	-1
3	7	89	87	-1	-1
3	7	91	53	-1	-1
3	7	92	84	-1	-1
3	7	95	82	-1	-1
3	7	96	85	-1	-1
3	7	97	62	-1	-1
3	7	99	151	-1	-1
3	7	105	103	-1	-1
3	7	106	112	-1	-1
3	7	108	104	-1	-1
3	7	110	113	-1	-1
3	7	114	120	-1	-1
3	7	115	118	-1	-1
3	7	116	129	-1	-1
3	7	121	124	-1	-1
3	7	122	123	-1	-1
3	7	130	128	-1	-1
3	7	131	126	-1	-1
3	7	136	135	-1	-1
3	7	137	133	-1	-1
3	7	139	144	-1	-1
3	7	141	100	-1	-1
3	7	142	143	-1	-1
3	7	145	140	-1	-1
3	7	146	111	-1	-1
3	7	147	138	-1	-1
3	7	155	153	-1	-1
3	7	156	154	-1	-1
3	7	157	161	-1	-1
3	7	160	90	-1	-1
3	7	162	158	-1	-1
3	7	164	289	-1	-1
3	7	166	287	-1	-1
3	7	169	172	-1	-1
3	7	173	171	-1	-1
3	7	175	180	-1	-1
3	7	177	178	-1	-1
3	7	181	224	-1	-1
3	7	183	192	-1	-1
3	7	184	186	-1	-1
3	7	188	185	-1	-1
3	7	189	187	-1	-1
3	7	191	182	-1	-1
3	7	193	198	-1	-1
3	7	195	196	-1	-1
3	7	199	230	-1	-1
3	7	201	200	-1	-1
3	7	203	206	-1	-1
3	7	205	204	-1	-1
3	7	207	211	-1	-1
3	7	208	242	-1	-1
3	7	209	271	-1	-1
3	7	210	163	-1	-1
3	7	212	254	-1	-1
3	7	213	215	-1	-1
3	7	216	214	-1	-1
3	7	220	219	-1	-1
3	7	221	222	-1	-1
3	7	223	218	-1	-1
3	7	226	225	-1	-1
3	7	228	231	-1	-1
3	7	229	167	-1	-1
3	7	232	237	-1	-1
3	7	233	236	-1	-1
3	7	234	217	-1	-1
3	7	240	245	-1	-1
3	7	243	239	-1	-1
3	7	249	247	-1	-1
3	7	250	248	-1	-1
3	7	255	252	-1	-1
3	7	256	251	-1	-1
3	7	260	258	-1	-1
3	7	261	259	-1	-1
3	7	263	257	-1	-1
3	7	265	262	-1	-1
3	7	266	272	-1	-1
3	7	269	268	-1	-1
3	7	274	284	-1	-1
3	7	276	81	-1	-1
3	7	277	275	-1	-1
3	7	279	278	-1	-1
3	7	283	281	-1	-1
3	7	285	280	-1	-1
3	7	290	168	-1	-1
3	7	291	197	-1	-1
3	7	292	190	-1	-1
3	8	33	36	-1	-1
3	8	37	32	-1	-1
3	8	38	45	-1	-1
3	8	39	44	-1	-1
3	8	42	40	-1	-1
3	8	46	61	-1	-1
3	8	49	52	-1	-1
3	8	51	53	-1	-1
3	8	56	60	-1	-1
3	8	57	48	-1	-1
3	8	63	65	-1	-1
3	8	64	97	-1	-1
3	8	67	70	-1	-1
3	8	68	71	-1	-1
3	8	69	75	-1	-1
3	8	73	80	-1	-1
3	8	74	78	-1	-1
3	8	79	76	-1	-1
3	8	82	166	-1	-1
3	8	84	94	-1	-1
3	8	85	50	-1	-1
3	8	87	161	-1	-1
3	8	89	55	-1	-1
3	8	90	157	-1	-1
3	8	91	83	-1	-1
3	8	92	95	-1	-1
3	8	93	81	-1	-1
3	8	96	101	-1	-1
3	8	98	59	-1	-1
3	8	99	134	-1	-1
3	8	104	109	-1	-1
3	8	105	102	-1	-1
3	8	107	103	-1	-1
3	8	108	58	-1	-1
3	8	110	35	-1	-1
3	8	112	138	-1	-1
3	8	113	106	-1	-1
3	8	114	121	-1	-1
3	8	117	119	-1	-1
3	8	118	116	-1	-1
3	8	120	125	-1	-1
3	8	122	72	-1	-1
3	8	123	115	-1	-1
3	8	126	133	-1	-1
3	8	130	127	-1	-1
3	8	132	136	-1	-1
3	8	144	147	-1	-1
3	8	146	142	-1	-1
3	8	148	143	-1	-1
3	8	149	141	-1	-1
3	8	150	145	-1	-1
3	8	153	159	-1	-1
3	8	154	160	-1	-1
3	8	155	152	-1	-1
3	8	156	88	-1	-1
3	8	163	168	-1	-1
3	8	164	286	-1	-1
3	8	171	175	-1	-1
3	8	172	170	-1	-1
3	8	174	169	-1	-1
3	8	176	179	-1	-1
3	8	180	177	-1	-1
3	8	183	184	-1	-1
3	8	185	189	-1	-1
3	8	187	191	-1	-1
3	8	188	198	-1	-1
3	8	194	190	-1	-1
3	8	199	202	-1	-1
3	8	205	206	-1	-1
3	8	207	288	-1	-1
3	8	212	209	-1	-1
3	8	213	232	-1	-1
3	8	214	289	-1	-1
3	8	216	218	-1	-1
3	8	217	215	-1	-1
3	8	220	223	-1	-1
3	8	221	219	-1	-1
3	8	222	253	-1	-1
3	8	224	227	-1	-1
3	8	226	291	-1	-1
3	8	230	229	-1	-1
3	8	231	225	-1	-1
3	8	235	236	-1	-1
3	8	237	233	-1	-1
3	8	238	181	-1	-1
3	8	239	242	-1	-1
3	8	241	240	-1	-1
3	8	243	211	-1	-1
3	8	245	244	-1	-1
3	8	247	250	-1	-1
3	8	251	246	-1	-1
3	8	254	255	-1	-1
3	8	258	261	-1	-1
3	8	259	263	-1	-1
3	8	262	257	-1	-1
3	8	264	265	-1	-1
3	8	269	267	-1	-1
3	8	270	208	-1	-1
3	8	272	271	-1	-1
3	8	273	54	-1	-1
3	8	275	162	-1	-1
3	8	277	281	-1	-1
3	8	278	276	-1	-1
3	8	279	274	-1	-1
3	8	283	285	-1	-1
3	8	284	282	-1	-1
3	8	287	86	-1	-1
3	9	32	39	-1	-1
3	9	34	38	-1	-1
3	9	36	145	-1	-1
3	9	40	43	-1	-1
3	9	41	42	-1	-1
3	9	45	37	-1	-1
3	9	48	58	-1	-1
3	9	50	54	-1	-1
3	9	52	56	-1	-1
3	9	53	47	-1	-1
3	9	63	46	-1	-1
3	9	65	66	-1	-1
3	9	67	73	-1	-1
3	9	71	74	-1	-1
3	9	76	68	-1	-1
3	9	77	70	-1	-1
3	9	78	69	-1	-1
3	9	80	75	-1	-1
3	9	83	49	-1	-1
3	9	86	82	-1	-1
3	9	87	81	-1	-1
3	9	88	155	-1	-1
3	9	89	91	-1	-1
3	9	95	84	-1	-1
3	9	98	94	-1	-1
3	9	102	109	-1	-1
3	9	103	112	-1	-1
3	9	104	144	-1	-1
3	9	106	101	-1	-1
3	9	107	110	-1	-1
3	9	108	111	-1	-1
3	9	115	96	-1	-1
3	9	116	120	-1	-1
3	9	118	136	-1	-1
3	9	121	117	-1	-1
3	9	124	123	-1	-1
3	9	125	122	-1	-1
3	9	131	127	-1	-1
3	9	132	137	-1	-1
3	9	133	129	-1	-1
3	9	134	128	-1	-1
3	9	135	126	-1	-1
3	9	140	150	-1	-1
3	9	141	142	-1	-1
3	9	143	151	-1	-1
3	9	146	149	-1	-1
3	9	147	139	-1	-1
3	9	148	33	-1	-1
3	9	152	162	-1	-1
3	9	153	161	-1	-1
3	9	156	100	-1	-1
3	9	157	85	-1	-1
3	9	158	160	-1	-1
3	9	159	90	-1	-1
3	9	164	165	-1	-1
3	9	166	92	-1	-1
3	9	167	283	-1	-1
3	9	169	176	-1	-1
3	9	170	173	-1	-1
3	9	172	174	-1	-1
3	9	175	62	-1	-1
3	9	179	180	-1	-1
3	9	186	183	-1	-1
3	9	188	190	-1	-1
3	9	191	189	-1	-1
3	9	192	292	-1	-1
3	9	194	182	-1	-1
3	9	197	196	-1	-1
3	9	198	195	-1	-1
3	9	201	205	-1	-1
3	9	202	200	-1	-1
3	9	203	184	-1	-1
3	9	204	199	-1	-1
3	9	207	210	-1	-1
3	9	208	209	-1	-1
3	9	211	212	-1	-1
3	9	213	216	-1	-1
3	9	214	217	-1	-1
3	9	215	218	-1	-1
3	9	219	234	-1	-1
3	9	223	222	-1	-1
3	9	228	226	-1	-1
3	9	229	224	-1	-1
3	9	230	231	-1	-1
3	9	232	238	-1	-1
3	9	233	181	-1	-1
3	9	236	237	-1	-1
3	9	239	245	-1	-1
3	9	242	241	-1	-1
3	9	249	251	-1	-1
3	9	252	250	-1	-1
3	9	254	248	-1	-1
3	9	256	255	-1	-1
3	9	257	264	-1	-1
3	9	260	262	-1	-1
3	9	263	261	-1	-1
3	9	265	259	-1	-1
3	9	266	269	-1	-1
3	9	267	272	-1	-1
3	9	268	271	-1	-1
3	9	273	270	-1	-1
3	9	277	279	-1	-1
3	9	281	284	-1	-1
3	9	282	280	-1	-1
3	9	287	99	-1	-1
3	9	289	290	-1	-1
3	10	34	32	-1	-1
3	10	35	33	-1	-1
3	10	37	39	-1	-1
3	10	38	36	-1	-1
3	10	43	42	-1	-1
3	10	44	41	-1	-1
3	10	45	40	-1	-1
3	10	46	65	-1	-1
3	10	53	49	-1	-1
3	10	54	52	-1	-1
3	10	55	78	-1	-1
3	10	59	48	-1	-1
3	10	60	58	-1	-1
3	10	61	57	-1	-1
3	10	62	56	-1	-1
3	10	64	139	-1	-1
3	10	69	80	-1	-1
3	10	70	68	-1	-1
3	10	72	71	-1	-1
3	10	74	73	-1	-1
3	10	75	67	-1	-1
3	10	77	76	-1	-1
3	10	79	100	-1	-1
3	10	81	50	-1	-1
3	10	83	47	-1	-1
3	10	84	98	-1	-1
3	10	86	92	-1	-1
3	10	89	51	-1	-1
3	10	93	160	-1	-1
3	10	94	287	-1	-1
3	10	95	166	-1	-1
3	10	96	88	-1	-1
3	10	97	66	-1	-1
3	10	102	91	-1	-1
3	10	105	108	-1	-1
3	10	106	103	-1	-1
3	10	109	99	-1	-1
3	10	111	104	-1	-1
3	10	112	110	-1	-1
3	10	113	107	-1	-1
3	10	114	144	-1	-1
3	10	117	118	-1	-1
3	10	119	115	-1	-1
3	10	122	116	-1	-1
3	10	123	150	-1	-1
3	10	124	125	-1	-1
3	10	127	126	-1	-1
3	10	128	136	-1	-1
3	10	129	135	-1	-1
3	10	131	133	-1	-1
3	10	132	130	-1	-1
3	10	137	134	-1	-1
3	10	138	140	-1	-1
3	10	141	143	-1	-1
3	10	142	148	-1	-1
3	10	147	101	-1	-1
3	10	149	156	-1	-1
3	10	151	146	-1	-1
3	10	154	152	-1	-1
3	10	158	157	-1	-1
3	10	161	159	-1	-1
3	10	162	155	-1	-1
3	10	168	164	-1	-1
3	10	174	170	-1	-1
3	10	175	173	-1	-1
3	10	177	171	-1	-1
3	10	178	169	-1	-1
3	10	182	195	-1	-1
3	10	185	191	-1	-1
3	10	186	233	-1	-1
3	10	193	187	-1	-1
3	10	196	188	-1	-1
3	10	197	198	-1	-1
3	10	199	206	-1	-1
3	10	200	203	-1	-1
3	10	201	240	-1	-1
3	10	202	204	-1	-1
3	10	208	207	-1	-1
3	10	211	209	-1	-1
3	10	215	219	-1	-1
3	10	218	213	-1	-1
3	10	225	228	-1	-1
3	10	227	229	-1	-1
3	10	234	221	-1	-1
3	10	235	238	-1	-1
3	10	243	241	-1	-1
3	10	244	239	-1	-1
3	10	248	256	-1	-1
3	10	250	254	-1	-1
3	10	251	247	-1	-1
3	10	253	249	-1	-1
3	10	255	246	-1	-1
3	10	258	263	-1	-1
3	10	259	257	-1	-1
3	10	261	265	-1	-1
3	10	264	260	-1	-1
3	10	270	268	-1	-1
3	10	271	266	-1	-1
3	10	272	273	-1	-1
3	10	275	278	-1	-1
3	10	276	274	-1	-1
3	10	280	284	-1	-1
3	10	282	283	-1	-1
3	10	285	281	-1	-1
3	10	286	165	-1	-1
3	10	288	163	-1	-1
3	10	290	291	-1	-1
3	10	292	194	-1	-1
3	11	35	37	-1	-1
3	11	40	34	-1	-1
3	11	41	32	-1	-1
3	11	43	44	-1	-1
3	11	47	133	-1	-1
3	11	48	65	-1	-1
3	11	49	54	-1	-1
3	11	52	91	-1	-1
3	11	53	101	-1	-1
3	11	55	51	-1	-1
3	11	56	64	-1	-1
3	11	57	63	-1	-1
3	11	59	61	-1	-1
3	11	67	80	-1	-1
3	11	70	79	-1	-1
3	11	71	77	-1	-1
3	11	72	76	-1	-1
3	11	73	78	-1	-1
3	11	74	75	-1	-1
3	11	81	83	-1	-1
3	11	82	33	-1	-1
3	11	85	152	-1	-1
3	11	87	93	-1	-1
3	11	88	162	-1	-1
3	11	90	161	-1	-1
3	11	94	92	-1	-1
3	11	95	86	-1	-1
3	11	96	113	-1	-1
3	11	97	46	-1	-1
3	11	100	38	-1	-1
3	11	104	102	-1	-1
3	11	106	62	-1	-1
3	11	107	115	-1	-1
3	11	111	105	-1	-1
3	11	112	108	-1	-1
3	11	116	124	-1	-1
3	11	119	121	-1	-1
3	11	120	118	-1	-1
3	11	123	114	-1	-1
3	11	125	117	-1	-1
3	11	126	137	-1	-1
3	11	127	132	-1	-1
3	11	130	134	-1	-1
3	11	135	131	-1	-1
3	11	139	150	-1	-1
3	11	141	69	-1	-1
3	11	145	138	-1	-1
3	11	146	143	-1	-1
3	11	149	142	-1	-1
3	11	151	148	-1	-1
3	11	158	159	-1	-1
3	11	160	153	-1	-1
3	11	163	290	-1	-1
3	11	165	289	-1	-1
3	11	166	84	-1	-1
3	11	169	171	-1	-1
3	11	170	175	-1	-1
3	11	173	177	-1	-1
3	11	174	180	-1	-1
3	11	176	172	-1	-1
3	11	179	178	-1	-1
3	11	181	232	-1	-1
3	11	182	216	-1	-1
3	11	184	235	-1	-1
3	11	187	195	-1	-1
3	11	189	193	-1	-1
3	11	190	185	-1	-1
3	11	192	194	-1	-1
3	11	196	292	-1	-1
3	11	197	188	-1	-1
3	11	199	201	-1	-1
3	11	202	168	-1	-1
3	11	204	245	-1	-1
3	11	205	203	-1	-1
3	11	210	208	-1	-1
3	11	212	207	-1	-1
3	11	213	220	-1	-1
3	11	219	217	-1	-1
3	11	221	215	-1	-1
3	11	222	214	-1	-1
3	11	223	234	-1	-1
3	11	224	231	-1	-1
3	11	227	226	-1	-1
3	11	229	225	-1	-1
3	11	230	228	-1	-1
3	11	233	200	-1	-1
3	11	236	183	-1	-1
3	11	238	237	-1	-1
3	11	241	244	-1	-1
3	11	242	240	-1	-1
3	11	247	252	-1	-1
3	11	249	255	-1	-1
3	11	250	246	-1	-1
3	11	251	253	-1	-1
3	11	257	261	-1	-1
3	11	259	260	-1	-1
3	11	262	258	-1	-1
3	11	266	273	-1	-1
3	11	267	270	-1	-1
3	11	268	272	-1	-1
3	11	269	271	-1	-1
3	11	274	167	-1	-1
3	11	276	277	-1	-1
3	11	278	282	-1	-1
3	11	279	275	-1	-1
3	11	281	280	-1	-1
3	11	284	283	-1	-1
3	11	287	98	-1	-1
3	12	33	37	-1	-1
3	12	36	40	-1	-1
3	12	38	162	-1	-1
3	12	39	35	-1	-1
3	12	41	99	-1	-1
3	12	42	45	-1	-1
3	12	44	34	-1	-1
3	12	47	89	-1	-1
3	12	50	87	-1	-1
3	12	51	83	-1	-1
3	12	52	81	-1	-1
3	12	53	55	-1	-1
3	12	58	62	-1	-1
3	12	60	43	-1	-1
3	12	61	97	-1	-1
3	12	63	59	-1	-1
3	12	65	57	-1	-1
3	12	66	56	-1	-1
3	12	68	79	-1	-1
3	12	73	70	-1	-1
3	12	77	67	-1	-1
3	12	78	75	-1	-1
3	12	80	74	-1	-1
3	12	82	94	-1	-1
3	12	84	287	-1	-1
3	12	86	166	-1	-1
3	12	88	158	-1	-1
3	12	90	154	-1	-1
3	12	93	91	-1	-1
3	12	100	124	-1	-1
3	12	103	96	-1	-1
3	12	104	113	-1	-1
3	12	105	106	-1	-1
3	12	107	111	-1	-1
3	12	109	108	-1	-1
3	12	110	102	-1	-1
3	12	114	125	-1	-1
3	12	115	120	-1	-1
3	12	116	119	-1	-1
3	12	117	123	-1	-1
3	12	118	122	-1	-1
3	12	126	128	-1	-1
3	12	129	131	-1	-1
3	12	133	127	-1	-1
3	12	134	132	-1	-1
3	12	136	130	-1	-1
3	12	137	49	-1	-1
3	12	138	150	-1	-1
3	12	140	147	-1	-1
3	12	143	149	-1	-1
3	12	144	145	-1	-1
3	12	148	141	-1	-1
3	12	155	85	-1	-1
3	12	157	121	-1	-1
3	12	159	156	-1	-1
3	12	168	288	-1	-1
3	12	169	180	-1	-1
3	12	171	179	-1	-1
3	12	172	178	-1	-1
3	12	174	176	-1	-1
3	12	177	175	-1	-1
3	12	182	196	-1	-1
3	12	183	232	-1	-1
3	12	192	188	-1	-1
3	12	193	191	-1	-1
3	12	195	189	-1	-1
3	12	203	199	-1	-1
3	12	204	200	-1	-1
3	12	205	235	-1	-1
3	12	206	202	-1	-1
3	12	208	211	-1	-1
3	12	209	207	-1	-1
3	12	210	212	-1	-1
3	12	213	234	-1	-1
3	12	215	223	-1	-1
3	12	217	221	-1	-1
3	12	218	214	-1	-1
3	12	219	256	-1	-1
3	12	220	216	-1	-1
3	12	225	230	-1	-1
3	12	228	224	-1	-1
3	12	231	227	-1	-1
3	12	236	186	-1	-1
3	12	237	184	-1	-1
3	12	239	229	-1	-1
3	12	240	243	-1	-1
3	12	241	245	-1	-1
3	12	242	244	-1	-1
3	12	246	248	-1	-1
3	12	250	268	-1	-1
3	12	252	254	-1	-1
3	12	253	247	-1	-1
3	12	255	251	-1	-1
3	12	257	283	-1	-1
3	12	258	259	-1	-1
3	12	262	264	-1	-1
3	12	265	263	-1	-1
3	12	270	266	-1	-1
3	12	271	267	-1	-1
3	12	273	269	-1	-1
3	12	275	274	-1	-1
3	12	279	276	-1	-1
3	12	284	278	-1	-1
3	12	285	282	-1	-1
3	12	289	286	-1	-1
3	12	290	164	-1	-1
3	12	291	165	-1	-1
3	12	292	198	-1	-1
3	13	32	43	-1	-1
3	13	33	142	-1	-1
3	13	34	42	-1	-1
3	13	35	41	-1	-1
3	13	44	45	-1	-1
3	13	55	49	-1	-1
3	13	56	46	-1	-1
3	13	57	39	-1	-1
3	13	61	48	-1	-1
3	13	64	58	-1	-1
3	13	66	60	-1	-1
3	13	69	67	-1	-1
3	13	70	71	-1	-1
3	13	76	80	-1	-1
3	13	77	75	-1	-1
3	13	78	40	-1	-1
3	13	79	72	-1	-1
3	13	81	54	-1	-1
3	13	83	53	-1	-1
3	13	84	158	-1	-1
3	13	85	162	-1	-1
3	13	87	52	-1	-1
3	13	90	112	-1	-1
3	13	91	50	-1	-1
3	13	93	47	-1	-1
3	13	94	95	-1	-1
3	13	97	135	-1	-1
3	13	98	82	-1	-1
3	13	100	86	-1	-1
3	13	101	89	-1	-1
3	13	105	125	-1	-1
3	13	108	110	-1	-1
3	13	109	107	-1	-1
3	13	111	99	-1	-1
3	13	116	114	-1	-1
3	13	118	124	-1	-1
3	13	122	120	-1	-1
3	13	123	119	-1	-1
3	13	127	134	-1	-1
3	13	128	132	-1	-1
3	13	130	126	-1	-1
3	13	137	129	-1	-1
3	13	140	149	-1	-1
3	13	145	139	-1	-1
3	13	146	148	-1	-1
3	13	150	144	-1	-1
3	13	151	136	-1	-1
3	13	152	153	-1	-1
3	13	154	155	-1	-1
3	13	159	88	-1	-1
3	13	160	36	-1	-1
3	13	161	156	-1	-1
3	13	165	163	-1	-1
3	13	167	247	-1	-1
3	13	173	179	-1	-1
3	13	176	170	-1	-1
3	13	178	174	-1	-1
3	13	180	172	-1	-1
3	13	181	236	-1	-1
3	13	185	193	-1	-1
3	13	186	238	-1	-1
3	13	187	292	-1	-1
3	13	190	192	-1	-1
3	13	194	197	-1	-1
3	13	196	131	-1	-1
3	13	200	199	-1	-1
3	13	203	201	-1	-1
3	13	204	206	-1	-1
3	13	209	210	-1	-1
3	13	214	219	-1	-1
3	13	217	223	-1	-1
3	13	218	220	-1	-1
3	13	222	213	-1	-1
3	13	224	226	-1	-1
3	13	227	228	-1	-1
3	13	229	231	-1	-1
3	13	233	183	-1	-1
3	13	234	216	-1	-1
3	13	235	232	-1	-1
3	13	244	240	-1	-1
3	13	245	243	-1	-1
3	13	246	252	-1	-1
3	13	249	248	-1	-1
3	13	250	256	-1	-1
3	13	253	255	-1	-1
3	13	261	260	-1	-1
3	13	262	259	-1	-1
3	13	263	269	-1	-1
3	13	264	258	-1	-1
3	13	268	266	-1	-1
3	13	271	63	-1	-1
3	13	272	270	-1	-1
3	13	273	267	-1	-1
3	13	274	283	-1	-1
3	13	275	280	-1	-1
3	13	276	285	-1	-1
3	13	278	277	-1	-1
3	13	282	279	-1	-1
3	13	284	265	-1	-1
3	13	287	92	-1	-1
3	13	288	164	-1	-1
3	13	289	177	-1	-1
3	13	291	286	-1	-1
3	14	35	43	-1	-1
3	14	36	142	-1	-1
3	14	37	143	-1	-1
3	14	39	33	-1	-1
3	14	40	38	-1	-1
3	14	41	77	-1	-1
3	14	45	32	-1	-1
3	14	47	52	-1	-1
3	14	48	64	-1	-1
3	14	49	81	-1	-1
3	14	51	93	-1	-1
3	14	53	89	-1	-1
3	14	54	87	-1	-1
3	14	55	83	-1	-1
3	14	57	97	-1	-1
3	14	58	69	-1	-1
3	14	59	56	-1	-1
3	14	61	63	-1	-1
3	14	62	60	-1	-1
3	14	65	90	-1	-1
3	14	68	78	-1	-1
3	14	70	74	-1	-1
3	14	75	72	-1	-1
3	14	76	71	-1	-1
3	14	82	287	-1	-1
3	14	92	159	-1	-1
3	14	98	95	-1	-1
3	14	100	34	-1	-1
3	14	101	144	-1	-1
3	14	102	113	-1	-1
3	14	103	109	-1	-1
3	14	106	111	-1	-1
3	14	107	104	-1	-1
3	14	110	105	-1	-1
3	14	117	116	-1	-1
3	14	118	114	-1	-1
3	14	119	125	-1	-1
3	14	120	124	-1	-1
3	14	121	115	-1	-1
3	14	122	42	-1	-1
3	14	129	128	-1	-1
3	14	131	130	-1	-1
3	14	132	99	-1	-1
3	14	134	133	-1	-1
3	14	135	127	-1	-1
3	14	136	137	-1	-1
3	14	139	138	-1	-1
3	14	140	44	-1	-1
3	14	141	151	-1	-1
3	14	147	145	-1	-1
3	14	149	148	-1	-1
3	14	152	158	-1	-1
3	14	153	154	-1	-1
3	14	157	155	-1	-1
3	14	160	85	-1	-1
3	14	161	162	-1	-1
3	14	166	94	-1	-1
3	14	169	208	-1	-1
3	14	171	172	-1	-1
3	14	173	218	-1	-1
3	14	176	167	-1	-1
3	14	178	175	-1	-1
3	14	181	66	-1	-1
3	14	189	182	-1	-1
3	14	191	292	-1	-1
3	14	193	197	-1	-1
