uid	name	tla	conference	division	active	starting	colhelmet	colshirt	colpants	coltertiary	defense	offense	wins	losses	ties	roof	rainfall	snowfall	helmet	rival	academics	type	state	reputation
212	S.C. S.	SCS	25	0	1	0	$ffffff	$ff0000	$ff0000	$000099	3	3	0	0	0	0	27	0	0	-1	0	HBU	SC	y:1:0000
213	Illinois S.	ILS	26	0	1	0	$ffffff	$990000	$990000	$ff0000	8	2	0	0	0	0	34	0	0	232	0	0	IL	y:1:0000
214	Indiana S.	INS	26	0	1	0	$ffffff	$000066	$000066	$ffffff	4	2	0	0	0	0	27	0	0	-1	0	0	IN	y:1:0000
215	Missouri S.	MOS	26	0	1	0	$c00000	$c00000	$c00000	$0000ff	5	6	0	0	0	0	27	0	0	-1	0	0	MO	y:1:0000
216	N. Dakota	ND.	26	0	1	0	$00cc00	$00cc00	$ffffff	$ffffff	4	7	0	0	0	2	24	0	0	217	0	0	ND	y:1:0000
217	N. Dakota S.	NDS	26	0	1	0	$ffd799	$00cc00	$ffd799	$006600	8	8	0	0	0	2	24	0	0	216	0	0	ND	y:1:0000
218	N. Iowa	NIA	26	0	1	0	$0000c0	$0000c0	$ffffff	$ffd700	6	8	0	0	0	2	25	0	0	-1	0	0	IA	y:1:0000
219	S. Dakota	SD.	26	0	1	0	$990000	$990000	$ffffff	$ffffff	5	2	0	0	0	2	24	0	0	220	0	0	SD	y:1:0000
220	S. Dakota S.	SDS	26	0	1	0	$000099	$000099	$ffffff	$ffff00	10	8	0	0	0	0	24	0	0	219	0	0	SD	y:1:0000
221	S. Illinois	SIL	26	0	1	0	$660000	$660000	$660000	$ffd700	6	6	0	0	0	0	27	0	0	-1	0	0	IL	y:1:0000
222	W. Illinois	WIL	26	0	1	0	$ffffff	$000099	$ffffff	$663399	2	1	0	0	0	0	27	0	0	-1	0	0	IL	y:1:0000
223	Youngstown	YOU	26	0	1	0	$990000	$990000	$ffffff	$000000	6	6	0	0	0	0	38	0	0	-1	0	0	OH	y:1:0000
224	C. Conn.	CCT	27	0	1	0	$ffffff	$0000ff	$0000ff	$c0c0c0	5	2	0	0	0	0	32	0	0	-1	0	0	CT	y:1:0000
225	Pitt. D.	PID	27	0	1	0	$ffffff	$990000	$990000	$333366	5	4	0	0	0	0	38	27	0	-1	0	0	PA	y:1:0000
226	Long Island	L.I	27	0	1	0	$ffff00	$0000ff	$0000ff	$ffd700	2	4	0	0	0	0	30	0	0	-1	0	0	NY	y:1:0000
227	N. Andover	AND	27	0	1	0	$0000cc	$ffff00	$0000cc	$999999	7	5	0	0	0	0	32	0	0	-1	0	0	MA	y:1:0000
228	Fairfield	FAI	27	0	1	0	$ffffff	$ff0000	$ff0000	$0000ff	6	5	0	0	0	0	32	0	0	-1	0	Religious	CT	y:1:0000
229	Johnstown	JOH	27	0	1	0	$333333	$ff0000	$000000	$0000ff	7	8	0	0	0	0	35	0	0	-1	0	Religious	PA	y:1:0000
230	Brockton	BRO	27	0	1	0	$333399	$333399	$ffffff	$ffffff	6	4	0	0	0	0	34	0	0	-1	0	0	MA	y:1:0000
231	Staten I.	S.I	27	0	1	0	$33664C	$33664C	$ffffff	$ffffff	1	1	0	0	0	0	29	0	0	-1	0	0	NY	y:1:0000
232	E. Illinois	EIL	36	0	1	0	$666666	$0000ff	$666666	$ffffff	4	4	0	0	0	0	28	0	0	213	0	0	IL	y:1:0000
233	S. Charles	SCH	36	0	1	0	$666666	$ffcc99	$666666	$ffcc99	2	8	0	0	0	0	29	0	0	-1	0	0	MO	y:1:0000
234	Murray	MUR	26	0	1	0	$ffffff	$000099	$000099	$ffd700	2	2	0	0	0	0	30	0	0	-1	0	0	KY	y:1:0000
235	Missouri S.E.	MSE	36	0	1	0	$666666	$ff0000	$ff0000	$0000ff	7	8	0	0	0	0	29	0	0	-1	0	0	MO	y:1:0000
236	Tennessee S.	TNS	36	0	1	0	$ffffff	$0000ff	$999999	$0000ff	6	2	0	0	0	0	25	0	0	-1	0	HBU	TN	y:1:0000
237	Tennessee T.	TNT	36	0	1	0	$ffffff	$000099	$ffffff	$ffff00	4	4	0	0	0	0	25	0	0	-1	0	0	TN	y:1:0000
238	Tennessee M.	TNM	36	0	1	0	$ffffff	$ff0000	$ff0000	$ffa800	5	8	0	0	0	0	25	0	0	-1	0	0	TN	y:1:0000
239	Lewisburg	LEW	29	0	1	0	$000099	$000099	$000099	$ffa800	5	1	0	0	0	0	30	0	0	-1	1	0	PA	y:1:0000
240	Hamilton	HML	29	0	1	0	$cccccc	$800000	$800000	$c0c0c0	5	4	0	0	0	0	37	0	0	201	1	0	NY	y:1:0000
241	Bronx	BNX	29	0	1	0	$ff0000	$ff0000	$ff0000	$c0c0c0	2	10	0	0	0	0	31	0	0	-1	1	0	NY	y:1:0000
242	D.C. Cath.	DCC	29	0	1	0	$999999	$0000c0	$0000c0	$000066	2	4	0	0	0	0	26	0	0	-1	2	Religious	DC	y:1:0000
243	Worcester	WOR	29	0	1	0	$663399	$663399	$ffffff	$ffffff	7	9	0	0	0	0	33	0	0	-1	1	Religious	MA	y:1:0000
244	Easton	EAS	29	0	1	0	$ffffff	$993333	$ffffff	$993333	7	1	0	0	0	0	32	0	0	245	1	0	PA	y:1:0000
245	Bethlehem	BET	29	0	1	0	$ffcc99	$663300	$ffffff	$663300	5	2	0	0	0	0	32	0	0	244	1	0	PA	y:1:0000
246	Indianapolis	IND	30	0	1	0	$ffffff	$000099	$ffffff	$000099	7	5	0	0	0	0	28	0	0	256	0	0	IN	y:1:0000
247	N.C. D.	NCD	30	0	1	0	$ff0000	$ff0000	$ffffff	$ffffff	6	6	0	0	0	0	26	0	0	-1	2	0	NC	y:1:0000
248	Dayton	DAY	30	0	1	0	$ff0000	$ff0000	$ffffff	$000099	6	5	0	0	0	0	30	0	0	-1	0	0	OH	y:1:0000
249	Des Moines	D.M	30	0	1	0	$336699	$336699	$ffffff	$ffffff	5	2	0	0	0	0	26	0	0	-1	0	0	IA	y:1:0000
250	P'keepsie	POU	30	0	1	0	$ffffff	$ffa800	$ffa800	$ff0000	5	4	0	0	0	0	33	0	0	-1	0	Religious	NY	y:1:0000
251	Morehead	MHD	30	0	1	0	$ffffff	$660066	$660066	$ffff00	2	3	0	0	0	0	29	0	0	-1	0	0	KY	y:1:0000
252	Clinton	CLI	30	0	1	0	$ffffff	$0000ff	$ffffff	$0000ff	1	2	0	0	0	0	26	0	0	-1	0	Religious	SC	y:1:0000
253	St. Paul	STP	30	0	1	0	$c0c0c0	$000099	$000099	$663399	9	7	0	0	0	0	31	0	0	-1	0	Religious	MN	y:1:0000
254	San Diego	S.D	30	0	1	0	$0000c0	$0000c0	$0000c0	$ffffff	7	5	0	0	0	0	6	0	0	-1	0	0	CA	y:1:0000
255	DeLand	DEL	30	0	1	0	$ffffff	$006633	$000000	$006633	4	5	0	0	0	0	22	0	0	-1	0	0	AL	y:1:0000
256	Indiana V.	I.V	30	0	1	0	$ffffff	$660000	$ffcc99	$660000	4	4	0	0	0	0	29	0	0	246	0	Religious	IN	y:1:0000
257	Chattanooga	CGA	31	0	1	0	$ffffff	$003366	$003366	$ff9900	8	6	0	0	0	0	27	0	0	-1	0	0	TN	y:1:0000
258	Charlst'n C.	C.C	31	0	1	0	$ffffff	$000099	$000099	$ffffff	5	1	0	0	0	0	25	0	0	260	0	Military	SC	y:1:0000
259	E. Tennessee	ETN	31	0	1	0	$000099	$ffd700	$ffd700	$000099	4	6	0	0	0	0	25	0	0	-1	0	0	TN	y:1:0000
260	Greenville	GRN	31	0	1	0	$ffffff	$000099	$ffffff	$663399	7	7	0	0	0	0	25	0	0	258	0	0	SC	y:1:0000
261	Macon	MAC	31	0	1	0	$333333	$333333	$333333	$ffa800	7	9	0	0	0	0	25	0	0	-1	0	0	GA	y:1:0000
262	B'ham S.	BHS	31	0	1	0	$ffffff	$000099	$ffffff	$990000	6	7	0	0	0	0	22	0	0	-1	0	0	AL	y:1:0000
263	W. Carolina	W.C	31	0	1	0	$000099	$000099	$ffffff	$cc9966	4	7	0	0	0	0	27	0	0	-1	0	0	NC	y:1:0000
264	Spartanburg	SPA	31	0	1	0	$ffd700	$333333	$ffd700	$ffcc99	4	3	0	0	0	0	26	0	0	-1	0	0	SC	y:1:0000
265	Virginia M.	VAM	31	0	1	0	$ffd700	$ff0000	$ffd700	$ff0000	2	2	0	0	0	0	27	0	0	258	0	Military	VA	y:1:0000
266	Houston B.	HOB	32	0	1	0	$ffffff	$0000ff	$0000ff	$ffa800	2	2	0	0	0	0	23	0	0	-1	0	0	TX	y:1:0000
267	S.A. Catholic	SCA	32	0	1	0	$ff0000	$ff0000	$ffffff	$333333	6	10	0	0	0	0	19	0	0	-1	0	0	TX	y:1:0000
268	Beaumont	BEA	32	0	1	0	$ffffff	$ff0000	$ff0000	$ff0000	2	3	0	0	0	0	24	0	0	-1	0	0	TX	y:1:0000
269	L. Charles	L.C	32	0	1	0	$ffd700	$006699	$ffd700	$006699	4	4	0	0	0	0	25	0	0	271	0	0	LA	y:1:0000
270	Thibodaux	THX	32	0	1	0	$c0c0c0	$ff0000	$c0c0c0	$ff0000	3	2	0	0	0	0	24	0	0	272	0	0	LA	y:1:0000
271	Nachitoches	NAC	32	0	1	0	$ffffff	$000099	$000099	$ffa800	2	4	0	0	0	0	25	0	0	269	0	0	LA	y:1:0000
272	LA. S.E.	LSE	32	0	1	0	$ffffff	$ffd700	$ffffff	$339933	6	8	0	0	0	0	24	0	0	270	0	0	LA	y:1:0000
273	Texas A.C.	TXC	32	0	1	0	$ffd700	$000099	$ffd700	$000099	7	3	0	0	0	0	20	0	0	-1	0	0	TX	y:1:0000
274	Alabama A.	ALA	33	0	1	0	$ffffff	$800000	$ffffff	$800000	4	3	0	0	0	0	23	0	0	275	0	HBU	AL	y:1:0000
275	Alabama S.	ALS	33	0	1	0	$ffcc99	$333333	$333333	$333333	7	2	0	0	0	0	23	0	0	274	0	HBU	AL	y:1:0000
276	Daytona B.	D.B	33	0	1	0	$ffff00	$800000	$800000	$ffd700	2	4	0	0	0	0	27	0	0	277	0	HBU	FL	y:1:0000
277	Fla. A.M.	FAM	33	0	1	0	$ffa800	$339966	$339966	$339966	7	5	0	0	0	0	27	0	0	276	0	HBU	FL	y:1:0000
278	Jackson	JAC	33	0	1	0	$000066	$000066	$000066	$ffffff	10	9	0	0	0	0	24	0	0	280	0	HBU	MS	y:1:0000
279	Miss. V.S.	MVS	33	0	1	0	$006633	$006633	$006633	$ffffff	5	1	0	0	0	0	23	0	0	-1	0	HBU	MS	y:1:0000
280	Lorman	LOR	33	1	1	0	$330066	$330066	$330066	$ffcc99	6	3	0	0	0	0	23	0	0	278	0	HBU	MS	y:1:0000
281	Arkansas P.	ARP	33	1	1	0	$333333	$333333	$333333	$ffff00	2	2	0	0	0	0	24	0	0	-1	0	HBU	AR	y:1:0000
282	Grambling	GRA	33	1	1	0	$999999	$999999	$ffd700	$ffd700	4	4	0	0	0	0	23	0	0	284	0	HBU	LA	y:1:0000
283	Prairie V.	P.V	33	1	1	0	$333399	$ffcc33	$333399	$ffcc33	6	6	0	0	0	0	23	0	0	-1	0	HBU	TX	y:1:0000
284	Baton Rouge	B.R	33	1	1	0	$ffffff	$66ccff	$66ccff	$ffffff	6	4	0	0	0	0	23	0	0	282	0	HBU	LA	y:1:0000
285	Texas So.	TSO	33	1	1	0	$660000	$660000	$ffffff	$ffffff	5	5	0	0	0	0	23	0	0	-1	0	HBU	TX	y:1:0000
286	Abilene	ABI	37	0	1	0	$ffffff	$0000ff	$ffffff	$333333	7	6	0	0	0	0	23	0	0	-1	0	Religious	TX	y:1:0000
287	Huntsville	HVL	6	0	1	0	$ff0000	$ff0000	$ffffff	$ffffff	8	2	0	0	0	0	24	0	0	-1	0	0	TX	y:1:0000
288	S. Utah	SUT	37	0	1	0	$ffffff	$ffa800	$ffa800	$ffffff	4	6	0	0	0	0	7	0	0	291	0	0	UT	y:1:0000
289	Nacogdoches	NCG	37	0	1	0	$663399	$663399	$663399	$ffffff	3	6	0	0	0	0	23	0	0	-1	0	0	TX	y:1:0000
290	Stephenville	STE	37	0	1	0	$663399	$0000ff	$0000ff	$ffffff	4	7	0	0	0	0	18	0	0	-1	0	0	TX	y:1:0000
291	Utah T.	UTT	37	0	1	0	$ff0000	$000099	$000099	$ffffff	2	5	0	0	0	0	7	0	0	288	0	0	UT	y:1:0000
292	N. Jersey M.	NJM	35	0	1	0	$999999	$000099	$000099	$ffffff	3	9	0	0	0	0	33	0	0	-1	0	0	NJ	y:1:0000
